"b1-nummer","achternaam","voorletters","voorna(a)m(en)","roepnaam","prepositie","geslacht","partij(en)/fractie(s)","functie","bijzondere functie(s)","post(en) in kabinet(ten)","naam kabinet(ten)","begin periode","einde periode","url"
"03211","Markuszower","G.","Gideon","Gidi","","m","PVV","1e kamerlid","","","","2015-06-09","","http://www.parlementairdocumentatiecentrum.nl/id/viqgat15k6a4"
"03213","Lucassen","E.","Eric","Eric","","m","PVV","2e kamerlid","","","","2010-06-17","2012-09-19","http://www.parlementairdocumentatiecentrum.nl/id/vier1aaq6vzm"
"03214","Vliet","R.A.","Rudolf Aleida","Roland","van","m","PVV","2e kamerlid","","","","2010-06-17","2012-09-19","http://www.parlementairdocumentatiecentrum.nl/id/vif4b70ntftm"
"03214","Vliet","R.A.","Rudolf Aleida","Roland","van","m","PVV","2e kamerlid","","","","2012-09-20","2014-03-20","http://www.parlementairdocumentatiecentrum.nl/id/vif4b70ntftm"
"03214","Vliet","R.A.","Rudolf Aleida","Roland","van","m","fractie-Van Vliet (ex-PVV)","2e kamerlid","","","","2014-03-21","","http://www.parlementairdocumentatiecentrum.nl/id/vif4b70ntftm"
"03215","Driessen","J.H.A.","Johannes Henricus Antonius","Johan","","m","PVV","2e kamerlid","","","","2010-06-17","2012-09-19","http://www.parlementairdocumentatiecentrum.nl/id/vier1a7fbvzg"
"03216","Gerbrands","K.","","Karen","","v","PVV","2e kamerlid","","","","2010-06-17","2012-09-19","http://www.parlementairdocumentatiecentrum.nl/id/vier1aaq53zk"
"03216","Gerbrands","K.","","Karen","","v","PVV","2e kamerlid","","","","2015-01-13","2015-05-04","http://www.parlementairdocumentatiecentrum.nl/id/vier1aaq53zk"
"03217","Klaveren","J.J.","Joram Jaron","Joram","van","m","PVV","2e kamerlid","","","","2010-06-17","2012-09-19","http://www.parlementairdocumentatiecentrum.nl/id/vier1aaq46zj"
"03217","Klaveren","J.J.","Joram Jaron","Joram","van","m","PVV","2e kamerlid","","","","2012-09-20","2014-03-21","http://www.parlementairdocumentatiecentrum.nl/id/vier1aaq46zj"
"03217","Klaveren","J.J.","Joram Jaron","Joram","van","m","fractie-Van Klaveren (ex-PVV)","2e kamerlid","","","","2014-03-22","2014-04-14","http://www.parlementairdocumentatiecentrum.nl/id/vier1aaq46zj"
"03217","Klaveren","J.J.","Joram Jaron","Joram","van","m","groep-Bontes/Van Klaveren (ex-PVV)","2e kamerlid","","","","2014-04-15","","http://www.parlementairdocumentatiecentrum.nl/id/vier1aaq46zj"
"03218","Hernandez","M.M.","Marcial Manrique","Marcial","","m","PVV","2e kamerlid","","","","2010-06-17","2012-07-02","http://www.parlementairdocumentatiecentrum.nl/id/vier1aaq8ozo"
"03218","Hernandez","M.M.","Marcial Manrique","Marcial","","m","groep-Kortenoeven/Hernandez (ex-PVV)","2e kamerlid","","","","2012-07-02","2012-09-19","http://www.parlementairdocumentatiecentrum.nl/id/vier1aaq8ozo"
"03219","Dille","W.R.","Wilhelmina Ruurdina","Willie","","v","PVV","2e kamerlid","","","","2010-06-17","2012-09-19","http://www.parlementairdocumentatiecentrum.nl/id/vier1aaq7szn"
"03220","Jong","L.W.E.","Leon Willem Evert","Léon","de","m","PVV","2e kamerlid","","","","2010-06-17","2012-09-19","http://www.parlementairdocumentatiecentrum.nl/id/vif4b9ch34ul"
"03221","Bruins Slot","H.G.J.","Hanke Gerdina Johannette","Hanke","","v","CDA","2e kamerlid","","","","2010-06-17","2012-09-19","http://www.parlementairdocumentatiecentrum.nl/id/viej19fsg3z9"
"03221","Bruins Slot","H.G.J.","Hanke Gerdina Johannette","Hanke","","v","CDA","2e kamerlid","","","","2012-09-20","","http://www.parlementairdocumentatiecentrum.nl/id/viej19fsg3z9"
"03222","Werf","M.C.I.","Maria Catharina Ida","Marieke","van der","v","CDA","2e kamerlid","","","","2011-01-11","2012-09-19","http://www.parlementairdocumentatiecentrum.nl/id/viej19g86szb"
"03223","Sharpe","J.E.J.W.","James Emanuel Johan Willem","James","","m","PVV","2e kamerlid","","","","2010-06-17","2010-11-18","http://www.parlementairdocumentatiecentrum.nl/id/vifycaed7rwh"
"03224","Kortenoeven","W.R.F.","Willem Robert Frank","Wim","","m","PVV","2e kamerlid","","","","2010-06-17","2012-07-02","http://www.parlementairdocumentatiecentrum.nl/id/vifyc8edn4zh"
"03224","Kortenoeven","W.R.F.","Willem Robert Frank","Wim","","m","groep-Kortenoeven/Hernandez (ex-PVV)","2e kamerlid","","","","2012-07-03","2012-09-19","http://www.parlementairdocumentatiecentrum.nl/id/vifyc8edn4zh"
"03225","Tongeren","L.","Liesbeth","Liesbeth","van","v","GroenLinks","2e kamerlid","","","","2010-06-17","2012-09-19","http://www.parlementairdocumentatiecentrum.nl/id/viehdjhfdez8"
"03225","Tongeren","L.","Liesbeth","Liesbeth","van","v","GroenLinks","2e kamerlid","","","","2012-09-20","","http://www.parlementairdocumentatiecentrum.nl/id/viehdjhfdez8"
"03226","Klaver","J.F.","Jesse Feras","Jesse","","m","GroenLinks","2e kamerlid","","","","2010-06-17","2012-09-19","http://www.parlementairdocumentatiecentrum.nl/id/viehdasn2mxt"
"03226","Klaver","J.F.","Jesse Feras","Jesse","","m","GroenLinks","2e kamerlid","","","","2012-09-20","","http://www.parlementairdocumentatiecentrum.nl/id/viehdasn2mxt"
"03227","Braakhuis","B.A.M.","Bruno Adrianus Maria","Bruno","","m","GroenLinks","2e kamerlid","","","","2010-06-17","2012-09-19","http://www.parlementairdocumentatiecentrum.nl/id/viehdasn3jxu"
"03228","El Fassed","A.","Arjan","Arjan","","m","GroenLinks","2e kamerlid","","","","2010-06-17","2012-09-19","http://www.parlementairdocumentatiecentrum.nl/id/viehdastmgxx"
"03229","Voortman","L.G.J.","Linda Geertruida Johanna","Linda","","v","GroenLinks","2e kamerlid","","","","2010-06-17","2012-09-19","http://www.parlementairdocumentatiecentrum.nl/id/viehdastnexy"
"03229","Voortman","L.G.J.","Linda Geertruida Johanna","Linda","","v","GroenLinks","2e kamerlid","","","","2012-10-30","2014-11-17","http://www.parlementairdocumentatiecentrum.nl/id/viehdastnexy"
"03229","Voortman","L.G.J.","Linda Geertruida Johanna","Linda","","v","GroenLinks","2e kamerlid","","","","2015-03-09","","http://www.parlementairdocumentatiecentrum.nl/id/viehdastnexy"
"03230","Grashoff","H.J.","Hendrik Johannes","Rik","","m","GroenLinks","2e kamerlid","","","","2010-11-23","2012-09-19","http://www.parlementairdocumentatiecentrum.nl/id/viehdask7nxs"
"03230","Grashoff","H.J.","Hendrik Johannes","Rik","","m","GroenLinks","2e kamerlid","","","","2015-05-20","","http://www.parlementairdocumentatiecentrum.nl/id/viehdask7nxs"
"03231","Kooiman","C.J.E.","Catharina Johanna Elise","Nine","","v","SP","2e kamerlid","","","","2010-06-17","2012-09-19","http://www.parlementairdocumentatiecentrum.nl/id/viek19ok4zzv"
"03231","Kooiman","C.J.E.","Catharina Johanna Elise","Nine","","v","SP","2e kamerlid","","","","2012-09-20","","http://www.parlementairdocumentatiecentrum.nl/id/viek19ok4zzv"
"03232","Janssen","R.A.","Rik Arend","Rik","","m","SP","2e kamerlid","","","","2011-01-12","2011-04-13","http://www.parlementairdocumentatiecentrum.nl/id/vif4b8ypg7wh"
"03234","Bemmel","Jh.J.G.","Jhim Jan Gerardus","Jhim","van","m","PVV","2e kamerlid","","","","2010-06-17","2012-09-19","http://www.parlementairdocumentatiecentrum.nl/id/vifyc8edo3zi"
"03235","Elissen","A.","André","André","","m","PVV","2e kamerlid","","","","2010-06-17","2012-09-19","http://www.parlementairdocumentatiecentrum.nl/id/vifyc8edm6zg"
"03236","Scholten","M.C.","Maria Catharina","Marijke","","v","D66","1e kamerlid","","","","2011-06-07","2015-06-08","http://www.parlementairdocumentatiecentrum.nl/id/vin2bf26jaru"
"03237","Backer","J.P.","Joris Paul","Joris","","m","D66","1e kamerlid","","","","2015-06-09","","http://www.parlementairdocumentatiecentrum.nl/id/vin3caydd4rc"
"03237","Backer","J.P.","Joris Paul","Joris","","m","D66","1e kamerlid","fractiesecretaris","","","2011-06-07","2015-06-08","http://www.parlementairdocumentatiecentrum.nl/id/vin3caydd4rc"
"03240","Groot","V.A.","Vincentius Aloysius","Ed","","m","PvdA","2e kamerlid","","","","2010-06-17","2012-09-19","http://www.parlementairdocumentatiecentrum.nl/id/viek19ok6vzw"
"03240","Groot","V.A.","Vincentius Aloysius","Ed","","m","PvdA","2e kamerlid","","","","2012-09-20","","http://www.parlementairdocumentatiecentrum.nl/id/viek19ok6vzw"
"03241","Dikkers","Sj.W.","Sjoerdtje Willemien","Sjoera","","v","PvdA","2e kamerlid","","","","2010-06-17","2012-09-19","http://www.parlementairdocumentatiecentrum.nl/id/viek19ok7szx"
"03241","Dikkers","Sj.W.","Sjoerdtje Willemien","Sjoera","","v","PvdA","2e kamerlid","","","","2012-09-20","","http://www.parlementairdocumentatiecentrum.nl/id/viek19ok7szx"
"03242","Recourt","J.","Jeroen","Jeroen","","m","PvdA","2e kamerlid","","","","2010-06-17","2012-09-19","http://www.parlementairdocumentatiecentrum.nl/id/vif319tldvy1"
"03242","Recourt","J.","Jeroen","Jeroen","","m","PvdA","2e kamerlid","","","","2012-09-20","","http://www.parlementairdocumentatiecentrum.nl/id/vif319tldvy1"
"03243","Dekken","Tj.R.","Tjeerd Rienk","Tjeerd","van","m","PvdA","2e kamerlid","","","","2010-06-17","2012-09-19","http://www.parlementairdocumentatiecentrum.nl/id/viem19ibjaz4"
"03243","Dekken","Tj.R.","Tjeerd Rienk","Tjeerd","van","m","PvdA","2e kamerlid","","","","2012-09-20","","http://www.parlementairdocumentatiecentrum.nl/id/viem19ibjaz4"
"03244","Jadnanansing","T.M.","Tanja Malti","Tanja","","v","PvdA","2e kamerlid","","","","2010-06-17","2012-09-19","http://www.parlementairdocumentatiecentrum.nl/id/viem19ibk9z5"
"03244","Jadnanansing","T.M.","Tanja Malti","Tanja","","v","PvdA","2e kamerlid","","","","2012-09-20","","http://www.parlementairdocumentatiecentrum.nl/id/viem19ibk9z5"
"03245","Çelik","M.","Metin","Metin","","m","PvdA","2e kamerlid","","","","2010-06-17","2012-09-19","http://www.parlementairdocumentatiecentrum.nl/id/vig2nb2ocvs3"
"03246","Monasch","J.S.","Jacques Simon","Jacques","","m","PvdA","2e kamerlid","","","","2010-06-17","2012-09-19","http://www.parlementairdocumentatiecentrum.nl/id/viem19iccgz6"
"03246","Monasch","J.S.","Jacques Simon","Jacques","","m","PvdA","2e kamerlid","","","","2012-09-20","","http://www.parlementairdocumentatiecentrum.nl/id/viem19iccgz6"
"03247","Lange","J.","Jeroen","Jeroen","de","m","PvdA","2e kamerlid","","","","2012-01-25","2012-09-19","http://www.parlementairdocumentatiecentrum.nl/id/virthfe9tfle"
"03248","Hilkens","M.","Myrthe","Myrthe","","v","PvdA","2e kamerlid","","","","2011-04-12","2011-08-01","http://www.parlementairdocumentatiecentrum.nl/id/vieq19fcg0mx"
"03248","Hilkens","M.","Myrthe","Myrthe","","v","PvdA","2e kamerlid","","","","2012-01-17","2012-02-28","http://www.parlementairdocumentatiecentrum.nl/id/vieq19fcg0mx"
"03248","Hilkens","M.","Myrthe","Myrthe","","v","PvdA","2e kamerlid","","","","2012-02-29","2012-09-19","http://www.parlementairdocumentatiecentrum.nl/id/vieq19fcg0mx"
"03248","Hilkens","M.","Myrthe","Myrthe","","v","PvdA","2e kamerlid","","","","2012-09-20","2013-08-28","http://www.parlementairdocumentatiecentrum.nl/id/vieq19fcg0mx"
"03249","Mohandis","M.","Mohammed","Mohammed","","m","PvdA","2e kamerlid","","","","2012-09-20","","http://www.parlementairdocumentatiecentrum.nl/id/vier1aav0nzz"
"03250","Dijkhoff","K.H.D.M.","Klaas Henricus Dominicus Maria","Klaas","","m","VVD","2e kamerlid","","","","2010-06-17","2012-09-19","http://www.parlementairdocumentatiecentrum.nl/id/viem19iceaz8"
"03250","Dijkhoff","K.H.D.M.","Klaas Henricus Dominicus Maria","Klaas","","m","VVD","2e kamerlid","","","","2012-09-20","2015-03-19","http://www.parlementairdocumentatiecentrum.nl/id/viem19iceaz8"
"03250","Dijkhoff","K.H.D.M.","Klaas Henricus Dominicus Maria","Klaas","","m","VVD","staatssecretaris","","Veiligheid en Justitie","tweede kabinet-Rutte","2015-03-20","","http://www.parlementairdocumentatiecentrum.nl/id/viem19iceaz8"
"03251","Lodders","W.J.H.","Wilhelmina Jenneke Helena","Helma","","v","VVD","2e kamerlid","","","","2010-06-17","2012-09-19","http://www.parlementairdocumentatiecentrum.nl/id/viem19icddz7"
"03251","Lodders","W.J.H.","Wilhelmina Jenneke Helena","Helma","","v","VVD","2e kamerlid","","","","2012-09-20","","http://www.parlementairdocumentatiecentrum.nl/id/viem19icddz7"
"03252","Bosman","A.","André","André","","m","VVD","2e kamerlid","","","","2010-06-17","2012-09-19","http://www.parlementairdocumentatiecentrum.nl/id/vif4b94gg7u8"
"03252","Bosman","A.","André","André","","m","VVD","2e kamerlid","","","","2012-09-20","","http://www.parlementairdocumentatiecentrum.nl/id/vif4b94gg7u8"
"03253","Lucas","A.W.","Antoinette Wilhelmina","Anne-Wil","","v","VVD","2e kamerlid","","","","2010-06-17","2012-09-19","http://www.parlementairdocumentatiecentrum.nl/id/vier1aauzpzy"
"03253","Lucas","A.W.","Antoinette Wilhelmina","Anne-Wil","","v","VVD","2e kamerlid","","","","2012-09-20","","http://www.parlementairdocumentatiecentrum.nl/id/vier1aauzpzy"
"03254","Schaart","A.H.M.","Afke Helprigdina Maria","Afke","","v","VVD","2e kamerlid","","","","2010-06-17","2012-09-19","http://www.parlementairdocumentatiecentrum.nl/id/vig2nbi1iyth"
"03255","Leegte","R.W.","René Willums","René","","m","VVD","2e kamerlid","","","","2010-10-26","2012-09-19","http://www.parlementairdocumentatiecentrum.nl/id/vifbi4vhi0yq"
"03255","Leegte","R.W.","René Willums","René","","m","VVD","2e kamerlid","","","","2012-09-20","2015-03-23","http://www.parlementairdocumentatiecentrum.nl/id/vifbi4vhi0yq"
"03256","Straus","K.C.J.","Karin Cornelia Josepha","Karin","","v","VVD","2e kamerlid","","","","2010-10-26","2012-09-19","http://www.parlementairdocumentatiecentrum.nl/id/vifbi4vlsjys"
"03256","Straus","K.C.J.","Karin Cornelia Josepha","Karin","","v","VVD","2e kamerlid","","","","2012-09-20","","http://www.parlementairdocumentatiecentrum.nl/id/vifbi4vlsjys"
"03257","Taverne","J.","Joost","Joost","","m","VVD","2e kamerlid","","","","2010-10-26","2012-09-19","http://www.parlementairdocumentatiecentrum.nl/id/vifbi4vlrlyr"
"03257","Taverne","J.","Joost","Joost","","m","VVD","2e kamerlid","","","","2012-11-08","","http://www.parlementairdocumentatiecentrum.nl/id/vifbi4vlrlyr"
"03258","Houwers","J.","Johan","Johan","","m","VVD","2e kamerlid","","","","2010-10-26","2012-09-19","http://www.parlementairdocumentatiecentrum.nl/id/vifbi4vltgyt"
"03258","Houwers","J.","Johan","Johan","","m","VVD","2e kamerlid","","","","2012-11-08","2013-07-22","http://www.parlementairdocumentatiecentrum.nl/id/vifbi4vltgyt"
"03258","Houwers","J.","Johan","Johan","","m","fractie-Houwers (ex-VVD)","2e kamerlid","","","","2015-03-25","","http://www.parlementairdocumentatiecentrum.nl/id/vifbi4vltgyt"
"03259","Liefde","B.Ch.","Barthold Charles","Bart","de","m","VVD","2e kamerlid","","","","2010-10-26","2012-09-19","http://www.parlementairdocumentatiecentrum.nl/id/vifj19sxx8x2"
"03259","Liefde","B.Ch.","Barthold Charles","Bart","de","m","VVD","2e kamerlid","","","","2012-09-20","","http://www.parlementairdocumentatiecentrum.nl/id/vifj19sxx8x2"
"03260","Huizing","M.E.","Matthijs Egbert","Matthijs","","m","VVD","2e kamerlid","","","","2010-10-26","2012-09-19","http://www.parlementairdocumentatiecentrum.nl/id/vifj19ta8tx3"
"03260","Huizing","M.E.","Matthijs Egbert","Matthijs","","m","VVD","2e kamerlid","","","","2012-09-20","2013-12-06","http://www.parlementairdocumentatiecentrum.nl/id/vifj19ta8tx3"
"03261","Caluwé","I.S.H.","Ingrid Saskia Helena","Ingrid","de","v","VVD","2e kamerlid","","","","2011-06-01","2012-09-19","http://www.parlementairdocumentatiecentrum.nl/id/vifycam2jywl"
"03261","Caluwé","I.S.H.","Ingrid Saskia Helena","Ingrid","de","v","VVD","2e kamerlid","","","","2012-09-20","","http://www.parlementairdocumentatiecentrum.nl/id/vifycam2jywl"
"03262","Berckmoes-Duindam","Y.","Ybeltje","Ybeltje","","v","VVD","2e kamerlid","","","","2011-11-09","2012-09-19","http://www.parlementairdocumentatiecentrum.nl/id/vifs19qfrczx"
"03262","Berckmoes-Duindam","Y.","Ybeltje","Ybeltje","","v","VVD","2e kamerlid","","","","2012-09-20","","http://www.parlementairdocumentatiecentrum.nl/id/vifs19qfrczx"
"03265","Knapen","H.P.M.","Hubertus Petrus Maria","Ben","","m","CDA","1e kamerlid","","","","2015-06-09","","http://www.parlementairdocumentatiecentrum.nl/id/vijdbl72xevu"
"03265","Knapen","H.P.M.","Hubertus Petrus Maria","Ben","","m","CDA","staatssecretaris","","Buitenlandse Zaken","eerste kabinet-Rutte","2010-10-14","2012-11-04","http://www.parlementairdocumentatiecentrum.nl/id/vijdbl72xevu"
"03266","Veldhuijzen van Zanten-Hyllner","M.L.L.E.","Marie Louise Lydia Elisabeth","Marlies","","v","CDA","staatssecretaris","","Volksgezondheid, Welzijn en Sport","eerste kabinet-Rutte","2010-10-14","2012-11-04","http://www.parlementairdocumentatiecentrum.nl/id/vijdmkvn4uz4"
"03267","Besselaar","I.H.C.","","Ino","van den","m","PVV","2e kamerlid","","","","2010-11-23","2012-09-19","http://www.parlementairdocumentatiecentrum.nl/id/vikfdt8a67zq"
"03268","Berge","C.N.","Cornelis Niels","Niels","van den","m","GroenLinks","2e kamerlid","","","","2011-01-12","2011-03-10","http://www.parlementairdocumentatiecentrum.nl/id/vil7jwoflmzy"
"03269","Sent","E.M.","Esther-Mirjam","Esther-Mirjam","","v","PvdA","1e kamerlid","","","","2011-06-07","2015-06-08","http://www.parlementairdocumentatiecentrum.nl/id/vin5d0xti1zk"
"03269","Sent","E.M.","Esther-Mirjam","Esther-Mirjam","","v","PvdA","1e kamerlid","","","","2015-06-09","","http://www.parlementairdocumentatiecentrum.nl/id/vin5d0xti1zk"
"03270","Hoekstra","W.B.","Wopke Bastiaan","Wopke","","m","CDA","1e kamerlid","","","","2011-06-07","2015-06-08","http://www.parlementairdocumentatiecentrum.nl/id/vimafx1q1ozj"
"03270","Hoekstra","W.B.","Wopke Bastiaan","Wopke","","m","CDA","1e kamerlid","","","","2015-06-09","","http://www.parlementairdocumentatiecentrum.nl/id/vimafx1q1ozj"
"03271","Lokin-Sassen","P.E.M.S.","Pia Elisabeth Marie Sophie","Pia","","v","CDA","1e kamerlid","","","","2011-06-07","2015-06-08","http://www.parlementairdocumentatiecentrum.nl/id/viej861fr8zr"
"03272","Beuving","J.","Jannette","Jannette","","v","PvdA","1e kamerlid","","","","2011-06-07","2015-06-08","http://www.parlementairdocumentatiecentrum.nl/id/vimafx1pzuzi"
"03272","Beuving","J.","Jannette","Jannette","","v","PvdA","1e kamerlid","","","","2015-06-09","","http://www.parlementairdocumentatiecentrum.nl/id/vimafx1pzuzi"
"03273","Schrijver","N.J.","Nicolaas Jan","Nico","","m","PvdA","1e kamerlid","","","","2011-06-07","2015-06-08","http://www.parlementairdocumentatiecentrum.nl/id/vimafx1mhlzh"
"03273","Schrijver","N.J.","Nicolaas Jan","Nico","","m","PvdA","1e kamerlid","","","","2015-06-09","","http://www.parlementairdocumentatiecentrum.nl/id/vimafx1mhlzh"
"03274","Bröcker","W.L.J.","Willem Lodewijk Joseph","Willem","","m","VVD","1e kamerlid","","","","2011-06-07","2015-06-08","http://www.parlementairdocumentatiecentrum.nl/id/vimal84bhky7"
"03275","Beckers","H.G.J.M.","Henricus Gerardus Josephus Maria","Henk","","m","VVD","1e kamerlid","","","","2011-06-07","2015-06-08","http://www.parlementairdocumentatiecentrum.nl/id/vimal84ex4y8"
"03276","Schouwenaar","J.M.","Jacobus Marinus","Koos","","m","VVD","1e kamerlid","","","","2011-06-07","2015-06-08","http://www.parlementairdocumentatiecentrum.nl/id/vhy1hxzlptzz"
"03276","Schouwenaar","J.M.","Jacobus Marinus","Koos","","m","VVD","1e kamerlid","","","","2015-06-09","","http://www.parlementairdocumentatiecentrum.nl/id/vhy1hxzlptzz"
"03277","Swagerman","B.J.","","Ben","","m","VVD","1e kamerlid","","","","2011-06-07","2015-06-08","http://www.parlementairdocumentatiecentrum.nl/id/vhy1i4gnd2u0"
"03277","Swagerman","B.J.","","Ben","","m","VVD","1e kamerlid","","","","2015-11-10","","http://www.parlementairdocumentatiecentrum.nl/id/vhy1i4gnd2u0"
"03278","Ganzevoort","R.R.","Reinder Ruard","Ruard","","m","GroenLinks","1e kamerlid","","","","2011-06-07","2015-06-08","http://www.parlementairdocumentatiecentrum.nl/id/vimo2w5t1wzi"
"03278","Ganzevoort","R.R.","Reinder Ruard","Ruard","","m","GroenLinks","1e kamerlid","","","","2015-06-09","","http://www.parlementairdocumentatiecentrum.nl/id/vimo2w5t1wzi"
"03279","Boer","M.M.","Martha Margretha","Margreet","de","v","GroenLinks","1e kamerlid","","","","2011-06-07","2015-06-08","http://www.parlementairdocumentatiecentrum.nl/id/vimof0b4w5mh"
"03280","Ester","P.","Peter","Peter","","m","ChristenUnie","1e kamerlid","","","","2011-06-07","2015-06-08","http://www.parlementairdocumentatiecentrum.nl/id/vimbmtc9xlzp"
"03280","Ester","P.","Peter","Peter","","m","ChristenUnie","1e kamerlid","","","","2015-06-09","","http://www.parlementairdocumentatiecentrum.nl/id/vimbmtc9xlzp"
"03283","Postema","A.","","André","","m","PvdA","1e kamerlid","","","","2011-06-07","2015-06-08","http://www.parlementairdocumentatiecentrum.nl/id/vhyjnjydh2zk"
"03283","Postema","A.","","André","","m","PvdA","1e kamerlid","","","","2015-06-09","","http://www.parlementairdocumentatiecentrum.nl/id/vhyjnjydh2zk"
"03284","Schalk","P.","","Peter","","m","SGP","1e kamerlid","","","","2015-06-09","","http://www.parlementairdocumentatiecentrum.nl/id/vimbf9h19hz6"
"03285","Bruijn","J.A.","Jan Anthonie","Jan Anthonie","","m","VVD","1e kamerlid","","","","2012-11-06","2015-06-08","http://www.parlementairdocumentatiecentrum.nl/id/vimphy96a3y5"
"03285","Bruijn","J.A.","Jan Anthonie","Jan Anthonie","","m","VVD","1e kamerlid","","","","2015-06-09","","http://www.parlementairdocumentatiecentrum.nl/id/vimphy96a3y5"
"03287","Vlietstra","J.G.","Janny Griet","Janny","","v","PvdA","1e kamerlid","","","","2011-06-07","2015-06-08","http://www.parlementairdocumentatiecentrum.nl/id/vhy1id61ouzz"
"03288","Dijk","P.","Pieter","Peter","van","m","PVV","1e kamerlid","","","","2011-06-07","2015-06-08","http://www.parlementairdocumentatiecentrum.nl/id/vinxl5vokwqr"
"03288","Dijk","P.","Pieter","Peter","van","m","PVV","1e kamerlid","","","","2015-09-08","2015-12-28","http://www.parlementairdocumentatiecentrum.nl/id/vinxl5vokwqr"
"03290","Graaf","M.","","Machiel","de","m","PVV","1e kamerlid","","","","2011-06-07","2012-09-19","http://www.parlementairdocumentatiecentrum.nl/id/vimrfzbm85yl"
"03290","Graaf","M.","","Machiel","de","m","PVV","2e kamerlid","","","","2012-09-20","","http://www.parlementairdocumentatiecentrum.nl/id/vimrfzbm85yl"
"03291","Lange","C.A.","Cornelis Andreas","Kees","de","m","OSF","1e kamerlid","fractievoorzitter","","","2011-06-07","2015-05-18","http://www.parlementairdocumentatiecentrum.nl/id/vinmhiqatxxi"
"03291","Lange","C.A.","Cornelis Andreas","Kees","de","m","fractie-De Lange","1e kamerlid","fractievoorzitter","","","2015-05-19","2015-06-08","http://www.parlementairdocumentatiecentrum.nl/id/vinmhiqatxxi"
"03292","Klever","R.J.","Reinette Joanne","Reinette","","v","PVV","1e kamerlid","","","","2011-06-07","2012-09-19","http://www.parlementairdocumentatiecentrum.nl/id/vinxld9ogg7g"
"03292","Klever","R.J.","Reinette Joanne","Reinette","","v","PVV","2e kamerlid","","","","2012-09-20","","http://www.parlementairdocumentatiecentrum.nl/id/vinxld9ogg7g"
"03293","Graaff","M.J.R.L.","","Marcel","de","m","PVV","1e kamerlid","fractievoorzitter","","","2011-06-07","2014-06-30","http://www.parlementairdocumentatiecentrum.nl/id/vinxl5ooisz7"
"03294","Strien","G.A.","Gommarus Adrianus","Gom","van","m","PVV","1e kamerlid","","","","2011-06-07","2015-06-08","http://www.parlementairdocumentatiecentrum.nl/id/vinxl2kgk5tc"
"03294","Strien","G.A.","Gommarus Adrianus","Gom","van","m","PVV","1e kamerlid","","","","2015-06-09","","http://www.parlementairdocumentatiecentrum.nl/id/vinxl2kgk5tc"
"03295","Sörensen","R.","","Ronald","","m","PVV","1e kamerlid","","","","2011-06-07","2015-06-08","http://www.parlementairdocumentatiecentrum.nl/id/vinxl2kgjdtb"
"03296","Reynaers","T.P.A.M.","","Tobias","","m","PVV","1e kamerlid","","","","2011-06-07","2015-06-08","http://www.parlementairdocumentatiecentrum.nl/id/vinxl2ka7gzt"
"03297","Popken","G.J.F.","","Gabriëlle","","v","PVV","1e kamerlid","","","","2011-06-07","2015-06-08","http://www.parlementairdocumentatiecentrum.nl/id/vinxl2kgkrtd"
"03297","Popken","G.J.F.","","Gabriëlle","","v","PVV","1e kamerlid","","","","2015-06-09","2015-09-07","http://www.parlementairdocumentatiecentrum.nl/id/vinxl2kgkrtd"
"03297","Popken","G.J.F.","","Gabriëlle","","v","PVV","1e kamerlid","","","","2015-12-29","","http://www.parlementairdocumentatiecentrum.nl/id/vinxl2kgkrtd"
"03298","Faber-van de Klashorst","M.H.M.","Marjolein Hillegonda Monica","Marjolein","","v","PVV","1e kamerlid","","","","2015-06-09","","http://www.parlementairdocumentatiecentrum.nl/id/vinxl2kg0azw"
"03298","Faber-van de Klashorst","M.H.M.","Marjolein Hillegonda Monica","Marjolein","","v","PVV","1e kamerlid","fractievoorzitter","","","2011-06-07","2015-06-08","http://www.parlementairdocumentatiecentrum.nl/id/vinxl2kg0azw"
"03299","Frijters-Klijnen","M.A.J.L.","","Mariëtte","","v","PVV","1e kamerlid","","","","2011-06-07","2015-06-08","http://www.parlementairdocumentatiecentrum.nl/id/vinxl2kgh0zz"
"03301","Keijzer","M.C.G.","Maria Cornelia Gezina","Mona","","v","CDA","2e kamerlid","","","","2012-09-20","","http://www.parlementairdocumentatiecentrum.nl/id/vizag4ylfmm4"
"03302","Verheijen","M.L.","Marcus Leonardus","Mark","","m","VVD","2e kamerlid","","","","2012-09-20","2015-02-26","http://www.parlementairdocumentatiecentrum.nl/id/vizxb45yf1w4"
"03303","Visser","B.","Barbara","Barbara","","v","VVD","2e kamerlid","","","","2012-09-20","","http://www.parlementairdocumentatiecentrum.nl/id/vizxccs172w4"
"03304","Duisenberg","P.J.","Pieter Jacob","Pieter","","m","VVD","2e kamerlid","","","","2012-09-20","","http://www.parlementairdocumentatiecentrum.nl/id/vizxd9b2ltw4"
"03305","Krol","H.C.M.","Henricus Cornelis Maria","Henk","","m","50PLUS","2e kamerlid","","","","2012-09-20","2013-10-03","http://www.parlementairdocumentatiecentrum.nl/id/vhy1h70ce2uf"
"03305","Krol","H.C.M.","Henricus Cornelis Maria","Henk","","m","50PLUS","2e kamerlid","","","","2014-12-31","","http://www.parlementairdocumentatiecentrum.nl/id/vhy1h70ce2uf"
"03305","Krol","H.C.M.","Henricus Cornelis Maria","Henk","","m","50PLUS/Baay-Timmerman","2e kamerlid","","","","2014-09-10","2014-12-30","http://www.parlementairdocumentatiecentrum.nl/id/vhy1h70ce2uf"
